2025-06-13 12:02:58, Zone=waist, Risk Level=1
2025-06-13 12:11:26, Zone=chest, Risk Level=1
2025-06-13 12:11:26, Zone=chest, Risk Level=1
2025-06-13 12:11:26, Zone=chest, Risk Level=1
2025-06-13 12:11:26, Zone=chest, Risk Level=1
2025-06-13 12:11:26, Zone=chest, Risk Level=1
2025-06-13 12:11:27, Zone=chest, Risk Level=1
2025-06-13 12:11:27, Zone=chest, Risk Level=1
2025-06-13 12:11:27, Zone=chest, Risk Level=1
2025-06-13 12:11:27, Zone=chest, Risk Level=1
2025-06-13 12:11:27, Zone=chest, Risk Level=1
2025-06-13 12:11:27, Zone=chest, Risk Level=1
2025-06-13 12:11:27, Zone=chest, Risk Level=1
2025-06-13 12:11:27, Zone=chest, Risk Level=1
2025-06-13 12:11:27, Zone=chest, Risk Level=1
2025-06-13 12:11:28, Zone=chest, Risk Level=1
2025-06-13 12:11:28, Zone=chest, Risk Level=1
2025-06-13 12:11:28, Zone=chest, Risk Level=1
2025-06-13 12:11:28, Zone=chest, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:28, Zone=waist, Risk Level=1
2025-06-13 12:11:29, Zone=waist, Risk Level=1
2025-06-13 12:11:29, Zone=waist, Risk Level=1
2025-06-13 12:11:29, Zone=waist, Risk Level=1
2025-06-13 12:11:29, Zone=waist, Risk Level=1
2025-06-13 12:11:29, Zone=chest, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:32, Zone=waist, Risk Level=1
2025-06-13 12:12:33, Zone=waist, Risk Level=1
2025-06-13 12:12:33, Zone=waist, Risk Level=1
2025-06-13 12:12:33, Zone=waist, Risk Level=1
2025-06-13 12:12:33, Zone=waist, Risk Level=1
2025-06-13 12:12:33, Zone=waist, Risk Level=1
2025-06-13 12:12:33, Zone=chest, Risk Level=1
2025-06-13 12:12:33, Zone=chest, Risk Level=1
2025-06-13 12:12:33, Zone=chest, Risk Level=1
2025-06-13 12:12:33, Zone=chest, Risk Level=1
2025-06-13 12:12:33, Zone=chest, Risk Level=1
2025-06-13 12:12:33, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:34, Zone=chest, Risk Level=1
2025-06-13 12:12:35, Zone=chest, Risk Level=1
2025-06-13 12:13:31, Zone=chest, Risk Level=1
2025-06-13 12:13:31, Zone=chest, Risk Level=1
2025-06-13 12:13:31, Zone=chest, Risk Level=1
2025-06-13 12:13:31, Zone=chest, Risk Level=1
2025-06-13 12:13:31, Zone=chest, Risk Level=1
2025-06-13 12:13:31, Zone=chest, Risk Level=1
2025-06-13 12:13:31, Zone=chest, Risk Level=1
2025-06-13 12:13:32, Zone=chest, Risk Level=1
2025-06-13 12:13:32, Zone=chest, Risk Level=1
2025-06-13 12:13:32, Zone=chest, Risk Level=1
2025-06-13 12:13:32, Zone=chest, Risk Level=1
2025-06-13 12:13:32, Zone=chest, Risk Level=1
2025-06-13 12:13:32, Zone=chest, Risk Level=1
2025-06-13 12:13:32, Zone=chest, Risk Level=1
2025-06-13 12:13:32, Zone=chest, Risk Level=1
2025-06-13 12:13:32, Zone=chest, Risk Level=1
2025-06-13 12:13:33, Zone=chest, Risk Level=1
2025-06-13 12:13:33, Zone=chest, Risk Level=1
2025-06-13 12:13:33, Zone=chest, Risk Level=1
2025-06-13 12:13:33, Zone=chest, Risk Level=1
2025-06-13 12:13:33, Zone=chest, Risk Level=1
2025-06-13 12:13:33, Zone=chest, Risk Level=1
2025-06-13 12:13:33, Zone=chest, Risk Level=1
2025-06-13 12:13:33, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:34, Zone=chest, Risk Level=1
2025-06-13 12:13:36, Zone=chest, Risk Level=1
2025-06-13 12:13:36, Zone=chest, Risk Level=1
2025-06-13 12:13:36, Zone=chest, Risk Level=1
2025-06-13 12:13:36, Zone=chest, Risk Level=1
2025-06-13 12:13:36, Zone=chest, Risk Level=1
2025-06-13 12:13:36, Zone=chest, Risk Level=1
2025-06-13 12:13:36, Zone=chest, Risk Level=1
2025-06-13 12:13:36, Zone=chest, Risk Level=1
2025-06-13 12:13:37, Zone=chest, Risk Level=1
2025-06-13 12:13:37, Zone=chest, Risk Level=1
2025-06-13 12:13:37, Zone=chest, Risk Level=1
2025-06-13 12:13:37, Zone=chest, Risk Level=1
2025-06-13 12:13:37, Zone=chest, Risk Level=1
2025-06-13 12:13:39, Zone=chest, Risk Level=1
2025-06-13 12:13:39, Zone=chest, Risk Level=1
2025-06-13 12:13:39, Zone=chest, Risk Level=1
2025-06-13 12:13:39, Zone=chest, Risk Level=1
2025-06-13 12:13:39, Zone=chest, Risk Level=1
2025-06-13 12:13:39, Zone=chest, Risk Level=1
2025-06-13 12:13:39, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:40, Zone=chest, Risk Level=1
2025-06-13 12:13:53, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:54, Zone=waist, Risk Level=1
2025-06-13 12:13:55, Zone=waist, Risk Level=1
2025-06-13 12:13:55, Zone=waist, Risk Level=1
2025-06-13 12:13:55, Zone=waist, Risk Level=1
2025-06-13 12:13:55, Zone=waist, Risk Level=1
2025-06-13 12:13:55, Zone=waist, Risk Level=1
2025-06-13 12:13:55, Zone=waist, Risk Level=1
2025-06-13 12:13:55, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:56, Zone=chest, Risk Level=1
2025-06-13 12:13:57, Zone=chest, Risk Level=1
2025-06-13 12:13:57, Zone=chest, Risk Level=1
2025-06-13 12:13:57, Zone=chest, Risk Level=1
2025-06-13 12:13:57, Zone=chest, Risk Level=1
2025-06-13 12:13:57, Zone=chest, Risk Level=1
2025-06-13 12:13:57, Zone=chest, Risk Level=1
2025-06-13 12:13:57, Zone=chest, Risk Level=1
2025-06-13 12:13:57, Zone=chest, Risk Level=1
2025-06-13 12:13:57, Zone=chest, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:58, Zone=waist, Risk Level=1
2025-06-13 12:13:59, Zone=waist, Risk Level=1
2025-06-13 12:13:59, Zone=chest, Risk Level=1
2025-06-13 12:13:59, Zone=chest, Risk Level=1
2025-06-13 12:13:59, Zone=chest, Risk Level=1
2025-06-13 12:13:59, Zone=chest, Risk Level=1
2025-06-13 12:13:59, Zone=chest, Risk Level=1
2025-06-13 12:14:00, Zone=chest, Risk Level=1
2025-06-13 12:14:00, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:02, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:03, Zone=chest, Risk Level=1
2025-06-13 12:15:08, Zone=chest, Risk Level=1
2025-06-13 12:15:08, Zone=chest, Risk Level=1
2025-06-13 12:15:08, Zone=chest, Risk Level=1
2025-06-13 12:15:08, Zone=chest, Risk Level=1
2025-06-13 12:15:08, Zone=chest, Risk Level=1
2025-06-13 12:15:08, Zone=chest, Risk Level=1
2025-06-13 12:15:14, Zone=chest, Risk Level=1
2025-06-13 12:15:15, Zone=chest, Risk Level=1
2025-06-13 12:15:15, Zone=chest, Risk Level=1
2025-06-13 12:15:15, Zone=chest, Risk Level=1
2025-06-13 12:15:15, Zone=chest, Risk Level=1
2025-06-13 12:15:15, Zone=chest, Risk Level=1
2025-06-13 12:15:17, Zone=chest, Risk Level=1
2025-06-13 12:15:17, Zone=chest, Risk Level=1
2025-06-13 12:15:17, Zone=chest, Risk Level=1
2025-06-13 12:15:17, Zone=chest, Risk Level=1
2025-06-13 12:15:17, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:18, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:19, Zone=chest, Risk Level=1
2025-06-13 12:15:20, Zone=chest, Risk Level=1
2025-06-13 12:15:20, Zone=chest, Risk Level=1
2025-06-13 12:15:20, Zone=chest, Risk Level=1
2025-06-13 12:15:20, Zone=chest, Risk Level=1
2025-06-13 12:15:20, Zone=chest, Risk Level=1
2025-06-13 12:15:20, Zone=chest, Risk Level=1
2025-06-13 12:15:20, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:21, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:22, Zone=chest, Risk Level=1
2025-06-13 12:15:23, Zone=chest, Risk Level=1
2025-06-13 12:15:23, Zone=chest, Risk Level=1
2025-06-13 12:15:31, Zone=waist, Risk Level=1
2025-06-13 12:15:31, Zone=waist, Risk Level=1
2025-06-13 12:15:31, Zone=waist, Risk Level=1
2025-06-13 12:15:31, Zone=waist, Risk Level=1
2025-06-13 12:15:31, Zone=waist, Risk Level=1
2025-06-13 12:15:31, Zone=waist, Risk Level=1
2025-06-13 12:15:31, Zone=waist, Risk Level=1
2025-06-13 12:15:31, Zone=waist, Risk Level=1
2025-06-13 12:15:31, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:32, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:33, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:34, Zone=waist, Risk Level=1
2025-06-13 12:15:35, Zone=waist, Risk Level=1
2025-06-13 12:15:35, Zone=waist, Risk Level=1
2025-06-13 12:15:35, Zone=waist, Risk Level=1
2025-06-13 12:15:35, Zone=waist, Risk Level=1
2025-06-13 12:15:35, Zone=waist, Risk Level=1
2025-06-13 12:15:35, Zone=waist, Risk Level=1
2025-06-13 12:15:35, Zone=waist, Risk Level=1
2025-06-13 12:15:35, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:36, Zone=waist, Risk Level=1
2025-06-13 12:15:37, Zone=waist, Risk Level=1
2025-06-13 12:15:37, Zone=waist, Risk Level=1
2025-06-13 12:15:37, Zone=waist, Risk Level=1
2025-06-13 12:15:37, Zone=waist, Risk Level=1
2025-06-13 12:15:37, Zone=waist, Risk Level=1
2025-06-13 12:18:44, Zone=waist, Risk Level=1
2025-06-13 12:18:44, Zone=waist, Risk Level=1
2025-06-13 12:18:44, Zone=waist, Risk Level=1
2025-06-13 12:18:44, Zone=waist, Risk Level=1
